full_text,label
@YLBHI @jokowi Ternyata mengirim TNI ke rempang itu afalah bagian dr komunikasi  yg dibangun oleh pemerintah jadi sekarang ini alat2 komunilasi atau sarana komunikasi iti salah satunya mengirim TNI,
@yudiharahap46 Mungkin krn rempang?,
Mungkin krn rempang?,
@YLBHI @jokowi Kenapa juga pake minta tolong ke pak @jokowi segala...? Udah jelas-2x die yang buat kebijakan mengusir warga Rempang.,
"@hc_poirot Gmn mo d bayar, lah proyek balapannya aja merugi setiap d adakan…. Sabar utk yg blom d bayar, banyak proyek infrastruktur yg dbuat tp tdk slesai dlm pembelian tanahnya… Apakabar rempang dll",
"@SyaikhuMochtar Harapan rakyat TNI lbh baik jaga NKRI dari ancaman  pihak asing,bkn seperti kelakuan oknum TNI menyuruh PITING warga Pulau Rempang yg demo mempertahankan tanah milik adat melayu yg sdh mrk huni sejak abad 18,yg akan di gusur rezim penguasa.  TNI bkn jongos pengusaha dan penguasa. https://t.co/65haJp1s2h",
@annourcharity @realAmienRais @DPP_PartaiUmmat @bintangnabire @MuchlasKamal @IwanIwanely72 @fahiraidris @AdamVelcro @is_pelssy @JamalBoegis @Ravispa12 @h4ng5eur SALAM REMPANG https://t.co/F42SbOxEc1,
@annourcharity @realAmienRais @DPP_PartaiUmmat @bintangnabire @MuchlasKamal @IwanIwanely72 @fahiraidris @AdamVelcro @is_pelssy @JamalBoegis @Ravispa12 @h4ng5eur SALAM REMPANG https://t.co/tY0LrArMqI,
@tvOneNews Perang melawan rakyat pulau Rempang dan suporter sepak bola,
@never_alonely Hoax-terus-ini-profokator-teroris-dimefsos-medsos-faktanya-masalah-Rempang-sudah-selesai,
"Purworejo area:pemilu 2024,brengkelan ,adalah lokasi strategis bisnis dan pusat kota.waspasai isue serifikat ganda dan akan diklaim cukong seperti kasus Rempang",
Emak² masyarakat rempang tagih janji BAHLIL https://t.co/boWTAs671S,
@NinzExe07 mereka bulak balik tuk rampas hak rakyat rempang apa nga punya perasaan ya hanya untuk kekuasaan moga aja tuh yang mendzalimi rakyat cepet dipanggil ma Allah kasian rakyat,
"@adijaya2000 @Tita83079013 Rempang sdh selesai.. Rakyat menerima investasi dan pembangunan kota. Harun masiku tanya SBY..krn harun masiku kader senior demokrat , disusupkan ke pdip baru 2019 langsung buat kasus utk men downgrade pdip...",
"@geloraco Beginilah proyek pemerintahan pak @jokowi , sarat dengan masalah.   Rempang, IKN, KCIC, Mandalika, Wadas, Tol, dll.",
AQSO Edisi Spesial: Ditemukan Jejak Melayu Rempang dalam Dokumen Sejarah Belanda - UAH https://t.co/Cxkxuq9oiw,
Rempang mulai lagi. https://t.co/ekzwF7KYYr,
Pemerintah di minta maaf secara terbuka kepada masyarakat Pulau Rempang.   https://t.co/28HBywnBek https://t.co/zfjMmt1XYd,
"@Malika6027 Jd keinget ada kasus penghinaan ayat alquran sbelum naik pilkada DKI, skrg ada kasus rempang... semesta mendukung, panjang umur org baik, smoga ind lebih baik dg adanya perubahan,,, at least anak cucu gw hidupnya nanti tenang ga aneh2 kyk skrg",
"@exrawrr IH melipir dulu gak sih bg, istirahat. :((( lasem kan baru deket rembang?",
appreciation post buat zada yang pagi tadi baru otw rembang dan sampai sekarang belum tidur sebab musti nunggu adik kesayangannya yang terbaring sakit di puskesmas. top tier mba-mba friendly sister🩷 https://t.co/k4ANSniRyX,
"Pulau Rempang dan Galang. Auditor negara juga seperti ayam menelan karet gelang. Nganga kagak jelas. Padahal ada proyek RS Khusus penderita Covid 19 di Pulau Galang yg konon menghabiskan biaya tidak sedikit, mengapa semua diam?",
"Berpihak pada tamu negara. Bukan pd tuan rumah. Sedihnya, mrk tega mengusir ibu kandung mrk yakni rakyat demi sebuah clandestine project di depan pintu Selat Malaka (P Rempang) demi membela perusahaan kaca yg gak jelas kontribusinya jika dibandingkan dgn pengorbanan penddk asli..",
Wooiiii mantri @bkpm  #Bakhil_Bin_Bakhul Kau lapor Lah ke Bohir2 yg suruh Kau. Jgn serba #Fitnah_Ada_IntelAsing.. [Sontoloyo Kau.] #REMPANG  Jgn lupa #Kau_Akan_Pindah_KTP #Alm_Bakhil_Bakhul di Barzah [#SengsaraKan_WNRI_melayu]  Kasian Emak Kau. https://t.co/z7f76vvEtZ,
"Bahlil digruduk emak2 rempang, emak2nya sampe nangis dianya hanya senyam-senyum saja, makin mirip VOC ya?🤨 https://t.co/Gnyq7QSidG",
@msobri99 yoman yaman..basi bong..noh yg mau gusur warga rempang sapa?  lu tuh kaum gusur 😂,
TNI POLRI masih Bergerilya Di Rempang Mengintimidasi Masyarakat Rempang. https://t.co/yrXm2rnDiS,
"@TeddGus Nanti klo di buktikan pada kepanasan, ga usah jauh jauh yg masih hangat berita Rempang , malah balik nuduh, ijazah palsu jg  sebenrnya bener ada pemimpin pakai ijazah palsu, ketahuan langsung di pecat ko🤣🤣🤣, jgn kepanasan deh ..eh cebong  PKI loe semua itu pada ngumpet .",
[LIVE] AQSO Edisi Spesial: Ditemukan Jejak Melayu Rempang dalam Dokumen ... https://t.co/B5JCHmiAGu via @YouTube,
Mentri Bahlil Disorakin Masyarakat Rempang  Ketika Berkunjung Di Ke Rempang. https://t.co/E7FpLVcl1L,
Nasional Corruption Watch (NCW) mengungkapkan hasil penyelidikan terkait karut marut relokasi lahan masyarakat Pulau Rempang  yang menguntungkan beberapa pihak pada PSN Rempang Eco-City.  https://t.co/CtQIwjVyLT,
"@Darnatisma85066 @VIVAcoid Itu artinya bahlil berani, di rempang banyak melayu malaysia dan singapura yg menyusup, mereka juga mau investor besar itu masuk ke negaranya",
@kumparan Akibat Rempang GK rampung 2 sementara ada yg tagih GK sesuai harapan rasain lu Hut 😆,
"@tempodotco Bismillah semoga dilancarkan, justice for Rempang Galang",
"https://t.co/GOHCr0NiyP JOKOWI PIMPIN RAPAT SOAL PSN, CUMA PENTINGKAN ANGKA-ANGKA, TK PEDULI RAKYAT TERGUSUR https://t.co/doSFLm3Hkq Warga 16 Kampung Tua Adang Mobil Menteri Bahlil Saat Kunjungi Pulau Rempang #JanganJualIndonesia #GerakanPribumiBangkit #TolakPenjajahChinaKomunis",
"@annourcharity @realAmienRais @DPP_PartaiUmmat @bintangnabire @MuchlasKamal @IwanIwanely72 @fahiraidris @AdamVelcro @is_pelssy @JamalBoegis @Ravispa12 @h4ng5eur https://t.co/7Gltm1mNIQ PERINGATAN UNTUK TOMY WINATA DAN REZIM PENGUASA YANG INGIN MENGUASAI REMPANG! #lawankezaliman https://t.co/fjxfM4ggZN  https://t.co/McFYygjlD3 WARGA REMPANG MENOLAK RELOKASI. INI SOAL MARWAH, HARKAT, MARTABAT! BUKAN UANG! #lawankezaliman",
Nasib Bahlil di Tanah Rempang https://t.co/kokoP7P86s Saksikan video ini https://t.co/9aYE7O0KhU,
"Dianggap Semrawut Ngurus Rempang, HMI MPO Ancam Bahlil Lahadalia Mundur dari Kursi Menteri Investasi - Hallo Id https://t.co/cGummPz27X",
"@yaniarsim Gitu deh masih cari nyaman bantuin investor dan penguasa ngurusin Rempang , kalo Papua ngopi dulu..",
@RidhoRahmadi85 Pilih Anies.  Sayang Mbah dan sodara dikampung.. Wadas ok Rempang proses.. ngeri kampung ku kena selanjutnya. Waspodo boleh kan,
"Datangi DPD, Tim Petisi 100 Minta Proyek Rempang Eco City Dibatalkan https://t.co/pPWheR6fko via @suaraislamID_",
@Android_AK_47 Pantes rempang bukan dia yg pegang mgkin dah ada tanda2,
mandalika blom beres malah terjadi bentrokan antara rakyat sm petugas ? 🤔apa rempang tdk berkaca pd masalah di mandalika?,
Konflik Rempang Belum Usai! Ramai-ramai Massa HMI Demo Anarkis di Kantor Bahlil https://t.co/TiUKbU8uQ0,
Kengeyelanya syarat ada kepentingan besar jika tdk kepentingan kenpa ngotot menahan para pejuang rempang,
"@hc_poirot Klu target waktu yg ditetapkan pemerintah, dlm hal ini menteri ybs utk mengosongkan p.rempang sdh lewat waktu, artinya gagal yg ditandai warga set4 msh bertahan, maaf sebaiknya menteri ybs &amp  pejabat set4 mundur. Empatilah dgn aparat yg sdh berhari2 pasang badan vs warga set4.",
@CNNIndonesia Klu mau bertani di rempang masih luas lahannya pk...,
@kumparan Warga rempang tau ngga tentang ini?,
"@IND0_Update @bkpm @DPR_RI @narasitv Wajar, karna kerja keras pak Bahlil , Investasi Rempang bisaa berjalan #BahlilGercep",
"Gua berharap jika sudah dibentuk tim ini, Investasi Rempang bisa berjalan dengan baik #BahlilGercep https://t.co/Xp2KEY9m5P",
Masalah kalo ditangan yang tepat pasti akan cepat selesai. Sama halnya pak Baahlil yang berhasil selesaikan konflik di Rempang  Investasi Rempang #BahlilGercep https://t.co/RHbDpGxZfU,
" TERIMAKASIH pmerintah "" "" kmi wrga rempang sukarela tuk dipindahkan, jadi tolong jangn ad provokasi lagi. "" https://t.co/0JFtBxRQxF""",
" TERIMAKASIH pemrintah "" "" Kami warga rempang sukarela utk dipindahkan, jdi tolong djangan ada provokasi lagi. "" https://t.co/8iaIpVu8h0""",
" TERIMAKASIH pmrnth "" "" kmi wrga rempang sukarela u/ dipindahkan, jd tolong jngn ad provokasi lagi. "" https://t.co/jT8vaBPv9f""",
"TERIMAKASIH PEMERINTAH"" ""Kami warga rempang sukarela untuk dipindahkan, jadi tolong jangan ada provokasi lagi."" https://t.co/lh2Ze6z4Cn""",
" TERIMAKASIH pemrintah "" "" Kami warga rempang sukarela utk dipindahkan, jd tolong jangan ada provokasi lagi. "" https://t.co/4WmYLEfH6O""",
" TERIMAKASIH pemenrintah "" "" kmi wrga rempang sukarela untk dipindahkan, jdi tolong jgan ad provokasi lagi. "" https://t.co/ChOtH4coaa""",
" TERIMAKASIH PEMERINTAH "" "" Kami warga rempang sukarela untuk dipindahkan, jdi tolong jagan ada provokasi lagi. "" https://t.co/HRHgphbUzd""",
" TERIMAKASIH pemerinth "" "" Kami warga rempang sukarela ntuk dipindahkan, jadi tolong jgn ada provokasi lagi. "" https://t.co/AEXUy9LXLm""",
" TERIMAKASIH pmrth "" "" kmi wrga rempang sukarela uttk dipindahkan, jd tolong jng ad provokasi lagi. "" https://t.co/aFmKEc0kPO""",
" TERIMAKASIH pmrnth "" "" kmi wrga rempang sukarela u/ dipindahkan, jd tolong jngn ad provokasi lagi. "" https://t.co/5iuDyTpDQV""",
" TERIMAKASIH PEMERINTAH "" "" Kami warga rempang sukarela untuk dipindahkan, jdi tolong jagan ada provokasi lagi. "" https://t.co/dvrlb4QHyy""",
" TERIMAKASIH pmrnth "" "" kmi wrga rempang sukarela u/ dipindahkan, jadi tolong jangab ad provokasi lagi. "" https://t.co/ZVuLTSUg37""",
" TERIMAKASIH pmrintah "" "" Kami warga rempang sukarela unt dipindahkan, jd tolong jngan ada provokasi lagi. "" https://t.co/nsZjsWu5AF""",
" TERIMAKASIH pmerintah "" "" kmi wrga rempang sukarela tuk dipindahkan, jadi tolong jangn ad provokasi lagi. "" https://t.co/P9FAPHswyO""",
" TERIMAKASIH pemerinth "" "" Kami warga rempang sukarela ntuk dipindahkan, jadi tolong jgn ada provokasi lagi. "" https://t.co/sSvnyxAhN0""",
" TERIMAKASIH pemrintah "" "" Kami warga rempang sukarela utk dipindahkan, jdi tolong djangan ada provokasi lagi. "" https://t.co/EKTnuEsNY2""",
" TERIMAKASIH pmrnth "" "" kmi wrga rempang sukarela u/ dipindahkan, jadi tolong jangab ad provokasi lagi. "" https://t.co/cRQQgdSNGR""",
" TERIMAKASIH PEMERINTAH "" "" Kami warga rempang sukarela untuk dipindahkan, jdi tolong jagan ada provokasi lagi. "" https://t.co/Z4WCGdmiww""",
" TERIMAKASIH pemenrintah "" "" kmi wrga rempang sukarela untk dipindahkan, jdi tolong jgan ad provokasi lagi. "" https://t.co/pY8ziQ6Bms""",
" TERIMAKASIH pemerinth "" "" Kami warga rempang sukarela ntuk dipindahkan, jadi tolong jgn ada provokasi lagi. "" https://t.co/1KyFfgnEed""",
" TERIMAKASIH pmrintah "" "" Kami warga rempang sukarela unt dipindahkan, jd tolong jngan ada provokasi lagi. "" https://t.co/qOce2v8fI7""",
,
0,
0,
8,
,
0,
0,
0,
0,
0,
,
9,
,
,
,
,
,
,
0,
0,
,
0,
0,
,
0,
,
,
,
0,
,
1,
0,
0,
0,
,
,
0,
2,
0,
0,
,
0,
0,
0,
0,
,
,
,
0,
,
0,
0,
0,
0,
,
0,
,
0,
,
0,
,
,
0,
,
,
,
0,
,
,
,
0,
,
,
,
0,
,
,
,
,
,
,
,
0,
1,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0,
0,
,
,
,
,
0,
0,
0,
1,
,
0,
0,
0,
,
,
,
0,
0,
0,
1,
,
1,
0,
1,
,
,
0,
0,
0,
,
0,
,
,
0,
0,
,
,
0,
,
,
,
,
,
,
,
0,
,
,
,
,
,
,
,
0,
,
,
,
,
,
,
,
,
,
,
0,
,
,
,
,
,
,
,
,
,
,
0,
,
,
,
1,
,
0,
,
,
1,
,
,
,
,
,
,
,
,
,
0,
0,
,
,
,
,
0,
,
0,
,
,
,
,
0,
,
,
1,
,
0,
0,
,
,
0,
,
,
0,
,
0,
,
,
0,
,
0,
,
,
,
,
,
,
,
,
,
,
,
,
11,
,
0,
,
,
0,
0,
,
,
,
,
,
,
,
,
,
,
3,
,
,
1,
0,
10,
,
0,
,
,
0,
,
,
0,
,
,
0,
,
1,
,
0,
,
0,
,
,
0,
,
0,
,
,
,
,
1,
,
,
0,
,
,
,
,
1,
,
,
,
0,
,
,
,
0,
"@Li9ayaTalaChes4 Tolong jgn pernah percaya Media2 yg udah nerima amplop dari bahlil cs soal Rempang kecuali pengakuan dari Masyarakat rempang sendiri ✍""""",
0,
0,
62,
5,
0,
,
0,
,
,
,
,
,
,
,
0,
,
,
,
,
,
,
0,
,
,
,
,
,
,
0,
0,
0,
0,
0,
,
,
0,
0,
,
,
,
,
,
0,
,
0,
,
,
1,
0,
,
,
,
,
0,
,
,
0,
,
0,
,
0,
,
0,
0,
,
,
0,
,
,
0,
,
,
0,
0,
,
0,
0,
0,
,
,
,
0,
,
,
0,
,
,
,
0,
,
0,
,
,
1,
0,
0,
6,
1,
,
,
1,
,
,
,
0,
0,
0,
0,
,
,
,
,
0,
0,
0,
,
,
,
,
,
0,
,
0,
,
,
,
0,
,
,
,
,
2,
,
,
2,
0,
,
0,
0,
,
,
,
@CNNIndonesia Rempang gimana pak,
@tvOneNews Nih menteri kayaknya layak di rajam oleh warga rempang...,
@never_alonely Kasus rempang diem aja pak @FPKSDPRRI,
@MichelAdam7__ Bahlil ini asal ngomong...baxak ngibulx seperti keterangan dia ttg Rempang....n apa kau TDK berbusa bisa berbicara kayak jual obat,
@taliwongsooo @Kopipait__78 Kmu di pihak masyarakat rempang ato pemerintah ?,
"@marsonom97 @Rizal8019 @Tjel0up @aniesbaswedan Gerombolan penyuka tai ternyata, kalo gw liat elu ga ada comment tentang Rempang bong???? Elu NKRI katanya???",
"@CNNIndonesia IKN, REMPANG, XINYI GRESIK, KERETA CEPAT.",
Warga Rempang Berterima kasih kp Bpk Amien Rais bersama Tim atas bentuk kepedulian thd Warga Rempang..... https://t.co/s0OlkzCAO3,
@tvOneNews aneh sekarang sj sudah jd negara preman kok bukan krn warga rempang......gak percaya tuuu dri wakil rakyatnya..partai politiknya smeua cara preman yg digunakan...perbaiki dulu,
@awemany 54 kursi di DPR Bau kentutnya saja tdk lagi terdengar  Harga2 naik beras  Telur  Susu  BBM  Masalah :  Rempang Wadas Ikn UU obl UU kes  Minta maaf ke PKI  kalian kurang greget terlalu vokus AHY hrs cawapres  Sebaiknya cepat gabung Ki lurah agar jelas posisi @PDemokrat https://t.co/XzoRVCsNgs,
"Yg satu: Rakyat harus menang. Dukung tokoh perubahan.   Yg lain: Rakyat harus menang. Dukung tokoh lanjutan.  Jadi: IKN, Rempang, Wadas, KCIC, kebon singkong di lahan hutan... ini semua kemenangan rakyat?",
@geloraco Yg jd pertanyaan knp si bahlil ini vokal bgt dg penggusuran pulau Rempang? Ada apa gerangangan?,
@OposisiCerdas Dijajah oleh dirimu kali rempang,
"Sodara sodariku sebangsa dan setanah air, selagi nyawa masih dikandung badan JANGAN PERNAH lupakan wajah orang ini. Kalau perlu ceritakan ke anak cucu bahwa orang ini berwawasan luas seluas PULAU REMPANG.  . . . JASMERAH https://t.co/Ospj7gqbMW",
"Bertemu Warga Sembulang Tanjung, Kepala BP Batam Bicara Soal Isu Miring Pengembangan Rempang Eco City https://t.co/oFw05qQjHv",
Pemaksaan pengosongan lahan msh terus di lakukan oleh tim gabungan di #Rempang ada 2 dari TNI dan petugas PTPN mendatangi warga melakukan intimidasi terhadap warga utk segera mengosongkan rumah2 mereka https://t.co/63sdsnQtDT,
4 Oktober 2023 masyarakat sembulang pulau #Rempang menyatakan sikap tetap akan menolak relokasi https://t.co/I0zkXKfC1G,
"Halo#SahabatData..  Tau kan kalau hari ini 5 Oktober 2023, pasti ingat kan sahabat data  Hari ini adalah Hari Ulang Tahun Tentara Nasional Indonesia    Tema kali ini adalah TNI Patriot NKRI: Pengawal Demokrasi untuk Indonesia Maju  Selamat Hari TNI ya untuk KODIM 0720/rembang https://t.co/S0vluCTPrf",
"@tvOneNews Semoga tuhan memberikan ganjaran sesuai apa yg kamu perbuat pada masy rempang, tangisan, derita, pengorban akan kamu rasakan 7 turunan",
"@papa_loren Jangan lupa  tanah warga melayu Rempang,itu milik mereka sejak abad 18. Lebih Baik Mati Berdiri Daripada Hidup Berlutut. Takkan Hilang Warga Melayu Di Bumi Indonesia. Esa Hilang Dua Terbilang. “Diam kita ditindas, kita harus bergerak utk menyelamatkan Bangsa Negara Indonesia ini” https://t.co/YIOINBSiUh",
"@JulianiMadinah Jangan lupa  tanah warga melayu Rempang,itu milik mereka sejak abad 18. Lebih Baik Mati Berdiri Daripada Hidup Berlutut. Takkan Hilang Warga Melayu Di Bumi Indonesia. Esa Hilang Dua Terbilang. “Diam kita ditindas, kita harus bergerak utk menyelamatkan Bangsa Negara Indonesia ini” https://t.co/y5QBG3X4Ne",
"Jangan lupa  tanah warga melayu Rempang,itu milik mereka sejak abad 18. Lebih Baik Mati Berdiri Daripada Hidup Berlutut. Takkan Hilang Warga Melayu Di Bumi Indonesia. Esa Hilang Dua Terbilang. “Diam kita ditindas, kita harus bergerak utk menyelamatkan Bangsa Negara Indonesia ini” https://t.co/blF9hskRCb",
"@Dennysiregar7 Saat pres bikin kesalahan kok gak di kritik waktu lalu... Contohnya masalah pulau rempang..., Giliran pilihan politik malah koar²... 💩 Lah kalau soal kritik ente wan",
"Lah kasus hutang kereta cepat ke cina dan khususnya kasus Rempang untuk investor cina itu bukan penjajahan yang endors pejabat publik?  Untuk masyarakat Luas? Bullshit! Uangnya lari ke kantong kalian-kalian juga, makanya banyak yang nolak. https://t.co/TMAHYog684",
@tvOneNews Ini parah !!! Dana APBN masa untuk menggusur rakyat rempang ? https://t.co/8kLo5bHFTp,
Petani rembang dan warga wadas bagaimana dumb dumb?! https://t.co/RZUctjWEvA,
@6undul0h Ini APBN kok dipakai untuk menggusur rakyat rempang. Why ? https://t.co/8kLo5bHFTp,
"Indonesian villagers vow to resist Chinese-funded project, fearing ‘cultural genocide’ on Rempang Island https://t.co/aGaXAQIchr The government says it will transform the area, but advocates say Jakarta’s position on the benefits of Chinese investments is an ‘illusory narrative’.",
@KompasTV Duit APBN untuk penggusuran rakyat rempang ?https://t.co/8kLo5bHFTp,
"DEMOCRAZY News | Berita &amp  Politik Indonesia: Terungkap Korupsi Setoran UWT Rempang Eco City Rp ... https://t.co/tB0511hBFp      BAH LOH NGOTOT AMAT SEBABNYA UTU. JELASKAN BAHLUL, LUHUT",
"Dengarkan menit ke 1:11, ini senjata dari Kapolda, Kapolda?, senjata diberikan ke cina untuk mengancam pribumi? @ListyoSigitP  Masak cino dilindungi dan di persenjatai, Pribumi di usir (rempang) https://t.co/yVHPXKxyOd",
