created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Fri Oct 06 23:46:37 +0000 2023;1710441460846498226;"Petisi 100: Batalkan Rencana Pembangunan Rempang Eco City https://t.co/nEY3lsg416 https://t.co/zCb6mXRVs4";0;0;0;0;in;927316672175730689;1710441460846498226;zonasatunews1;https://twitter.com/zonasatunews1/status/1710441460846498226
Fri Oct 06 23:44:41 +0000 2023;1710440974584037590;"BUTUH DANA : 💸Dana Biaya Sekolah 💸Dana Biaya Kuliah 💸Dana Renovasi Rumah 💸Dana Modal Usaha 💸Dana Sampingan Silahkan Hubungi / Chat Klik Link WhatsApp: https://t.co/Jfj8Qz6DWI 💯Amanah &amp  Terpercaya. #Purworejo #Rembang #Sragen #Sukoharjo #Temanggung";0;0;0;1;in;1677221156011773953;1710440974584037590;Pinjamanonli;https://twitter.com/Pinjamanonli/status/1710440974584037590
Fri Oct 06 23:43:18 +0000 2023;1710440628348420110;"@SamanthaMateo09 @tvOneNews Bisa kebayang rakyat indonesia jadinya gimana... Bakalan lebih parah dari kasus pulau rempang";0;0;0;0;in;1604676088889626624;1709963064353919131;seigi_gambling;https://twitter.com/seigi_gambling/status/1710440628348420110
Fri Oct 06 23:42:42 +0000 2023;1710440476120424899;"Opung pernah bilang mau mem bulduzor penduduk pulau Rempang, jika tdk mau digusur  guna mengosongkan pulau Rempang itu agar Investor China bisa masuk kepulau tersebut  Mudah"an ucapan  opung itu tdk terjadi";0;0;0;0;in;1171326344359079937;1710440476120424899;mhbmuhib17;https://twitter.com/mhbmuhib17/status/1710440476120424899
Fri Oct 06 23:41:41 +0000 2023;1710440218237849695;"@TeddGus Lu asli dongok @teddgus  Anies menjelaskan harus PSN diturunkan dari RPJP dan RPJMN, kalau tidak akan ada titipan dari kiri dan kanan  Kiri dan kanan bisa saja dari instansi pemerintah atau siapa saja. yg tidak bersumber dari RPJMN &amp  RPJP  Contoh rempang apakah ada dalam RPJMN ?";0;0;0;0;in;3312076484;1710114763328606416;ilham22091985;https://twitter.com/ilham22091985/status/1710440218237849695
Fri Oct 06 23:35:23 +0000 2023;1710438632644030740;"@P3n99u94t_ Benarkah ini Rempang?";0;0;0;3;in;1099478634492964866;1710287178155368531;PiyelB;https://twitter.com/PiyelB/status/1710438632644030740
Fri Oct 06 23:30:32 +0000 2023;1710437412214890535;"Salah satu contoh media berita yg dikuasai China, yg terjadi dilapangan HMI bela rempang, tiba2 dateng preman sebagai masa tandingan, sama seperti demo aliansi buruh, dicegat masa partai buruh dan preman !  Ah benci amat kalian pada mahasiswa !";0;0;0;0;in;1092958177;1710437412214890535;pandandjati;https://twitter.com/pandandjati/status/1710437412214890535
Fri Oct 06 23:22:56 +0000 2023;1710435501067379052;"@tvOneNews Ya Rabb lindungilah saudara 2 kami di Rempang dan di tempat 2 lain yang sedang terzalimi. Aamin https://t.co/Tg1k1W64cS";0;0;0;13;in;1605177957546221568;1710430647461073241;KuteGede;https://twitter.com/KuteGede/status/1710435501067379052
Fri Oct 06 23:22:34 +0000 2023;1710435408822345731;"Petisi 100: Batalkan Rencana Pembangunan Rempang Eco City! https://t.co/l36SrW4hU8";0;0;0;1;in;2544978158;1710435408822345731;Kilas_berita_;https://twitter.com/Kilas_berita_/status/1710435408822345731
Fri Oct 06 23:21:05 +0000 2023;1710435034958798923;"Warga Rempang menolak Relokasi, diGusur diGeser... Menteri Bahlil dan Kepala BP Batam mengunjungi pulau Rempang pd Jumat (6/10/2023).  Mrk disambut dgn demo oleh masyarakat Rempang yg tetap menolak relokasi ataupun pergeseran.  Dasar muka tembok https://t.co/DyWgoohXtA";0;0;1;7;in;1538126868477399042;1710435034958798923;__PASMANTAP;https://twitter.com/__PASMANTAP/status/1710435034958798923
Fri Oct 06 23:20:23 +0000 2023;1710434858646773828;"@BiLLRaY2019 Jangan pilih yg suka bagi² sembako,,krn pasti modalnya dari oligarki,,nanti stlh berkuasa mrk akan berusaha balikin modal,trus main proyek,akibatnya bbm mahal,pendidikan,kesehatan smakin mahal,keadilan makin sulit didapat,warga wadas,rempang adlh bukti nyata...waspadalah";0;0;0;0;in;484770197;1710235489536790924;mickolv_idas;https://twitter.com/mickolv_idas/status/1710434858646773828
Fri Oct 06 23:18:04 +0000 2023;1710434275861082421;"@ainunnajib Lekas sembuh yaa opung , masih banyak tugas yg belum selesai, investor xinyi menunggu Rempang dikosongkan ..";0;0;0;0;in;1092958177;1710431709609480418;pandandjati;https://twitter.com/pandandjati/status/1710434275861082421
Fri Oct 06 23:17:12 +0000 2023;1710434057329455245;"Khawatir yg empunya proyek di Rempang itu keknya...";0;1;0;0;in;549855423;1710434057329455245;5kiOnD1splay;https://twitter.com/5kiOnD1splay/status/1710434057329455245
Fri Oct 06 23:16:32 +0000 2023;1710433892153336078;"@Kanseulir @Miduk17 Mungkin hitungannya 140/280jt yg tidak puas, selebihnya puas gitu. Tp belum hitung yg di Rempang, dan tempat-tempat lainnya. Belum lagi yg kena imbas omnibus law tenaga kerja, pengangguran, dll.";0;0;0;0;in;1431768180997820421;1710268087944241497;DamDoolley;https://twitter.com/DamDoolley/status/1710433892153336078
Fri Oct 06 23:16:27 +0000 2023;1710433867767980365;"Amien Rais dan Ketum Partai Ummat Jaminkan Diri untuk Pembebasan Warga Rempang https://t.co/Lwwf4PaeC9";0;0;7;8;in;1229518084773277698;1710433867767980365;MediaKomando;https://twitter.com/MediaKomando/status/1710433867767980365
Fri Oct 06 23:13:17 +0000 2023;1710433070640415180;"VIRAL Malay Reaction From 5 Countries Bahlil Lahadalia &amp  Muhammad Rudi Are Liars About The Management Status Of Rempang Island,! DEMOCRACY. ID October, 5, 2023  https://t.co/PgNppo8dgf";0;0;1;1;en;1687584522769149952;1710433070640415180;Maria3287527771;https://twitter.com/Maria3287527771/status/1710433070640415180
Fri Oct 06 23:12:58 +0000 2023;1710432994274558428;"IBU2 WARGA MELAYU REMPANG-GALANG Lempar muka BAHLIL dan ANJING2 KOMUNIS BERSERAGAM dengan telur busuk! Dan kalian yg laki2 lawan perjuangan kalian dengan bergerilya menggunakan senjata apapun BUKAN WAKTUNYA LAGI BERSIKAP LEMBUT! https://t.co/hTiCl0MPPZ https://t.co/WaEY5qI1Ue";0;0;0;0;in;1328156053733666817;1710432994274558428;DatooOnie;https://twitter.com/DatooOnie/status/1710432994274558428
Fri Oct 06 23:12:12 +0000 2023;1710432800564990124;"@TeddGus Eeh botol, wong kasat mata begitu. Rempang titipan tommy winata, belum ada amdal, ngak ada hpl, tiba2 jokowi ngusir penduduk yang sudah turun temurun tinggal disitu. Sudah deh kau jgn banyak bacot, kau kira2 kite2 goblok kayak kau.";0;0;0;1;in;1481634066994966529;1710114763328606416;Darisrizal06;https://twitter.com/Darisrizal06/status/1710432800564990124
Fri Oct 06 23:09:24 +0000 2023;1710432093719924896;"Aku mau mau bertanya nih , serius lho .... Ada yg tau kmn Banser?  Ummat Islam dr kalangan NU di Rembang lg terancam punah mau di gusur dr tanah kelahirannya. BANSER hrp nongol !!! Katanya ribuan anggotanya. Tak satupun yg nongol. BANSER kmn loe ???  Rakyat butuh loe2.";0;0;0;0;in;1603582526429491200;1710432093719924896;QodirRajamuddin;https://twitter.com/QodirRajamuddin/status/1710432093719924896
Fri Oct 06 23:09:19 +0000 2023;1710432076477190398;"@kumparan Opung moga cepat sembuh,tanggung jwabmu  masih menumpuk.warga Rempang blm kamu gusur.takutnya investasi kabur lagi.🫣🫣🫣🫣";0;0;0;0;in;944551919514615809;1710278962839273829;Indramajid8;https://twitter.com/Indramajid8/status/1710432076477190398
Fri Oct 06 23:05:20 +0000 2023;1710431071635197992;"@Bambangmulyonoo Mau dipoles spt apapun ,sebagian rakyat sdh gak mungkin  percaya lagi...wadas ,rempang dn msih bnyk yg lain cm senyap dari liputan media... https://t.co/kroPxyo2oY";0;0;0;0;in;484770197;1710260410954498509;mickolv_idas;https://twitter.com/mickolv_idas/status/1710431071635197992
Fri Oct 06 23:04:27 +0000 2023;1710430851635249154;"@tanyarlfes Lah minta ama pak de, emang rempang mau di gusur ?";0;0;0;0;in;1684822028598308865;1709925244629352584;GelasObat__;https://twitter.com/GelasObat__/status/1710430851635249154
Fri Oct 06 23:03:39 +0000 2023;1710430647461073241;"Pantang Menyerah, Menteri Investasi Bahlil Kembali Bujuk Warga Rempang untuk Pindah: Insyaallah Akan Ada Solusi https://t.co/d3fWVWzkrZ";18;115;13;34;in;55507370;1710430647461073241;tvOneNews;https://twitter.com/tvOneNews/status/1710430647461073241
