created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url,,,,,,,,,,,
"Thu Oct 05 16:46:05 +0000 2023;1709973243610959922;""Hak Pengelolaan Lahan Pulau Rempang dan Galang Dikuasai BP Batam https://t.co/YqTTWaT0ti"";0;0;0;0;in;454638631;1709973243610959922;KompasProperti;https://twitter.com/KompasProperti/status/1709973243610959922",,,,,,,,,,,
"Thu Oct 05 16:45:59 +0000 2023;1709973219158204428;""💯 PREDIKSI TOGEL BOCORAN BULLSEYE💯  ⏲️ JUMAT"," 06 OKTOBER 2023 ⏲️ 📍 JAM RESULT : 12.15 WIB 📍 . . Femmy Fyber Jorji investasi rempang #SebentarLagi2024 https://t.co/fozlHGwzp8"";0;0;0;0;in;1700806901649518592;1709973219158204428;Playslot77_;https://twitter.com/Playslot77_/status/1709973219158204428",,,,,,,,,,
"Thu Oct 05 16:45:54 +0000 2023;1709973195951157474;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709973195951157474;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709973195951157474",,,,,,,,,,,
"Thu Oct 05 16:44:59 +0000 2023;1709972966694621657;""#AniesMuhaimin2024 Rempang"";0;0;1;1;in;1670070721186529280;1709972966694621657;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709972966694621657",,,,,,,,,,,
"Thu Oct 05 16:43:48 +0000 2023;1709972668957769803;""@Positvevbs Demak-kudus-muria-pati-rembang-blora kak."";0;0;0;0;in;1174198196307972098;1709859284375466359;mar_ulfaaa;https://twitter.com/mar_ulfaaa/status/1709972668957769803",,,,,,,,,,,
"Thu Oct 05 16:43:14 +0000 2023;1709972524828917917;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709972524828917917;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709972524828917917",,,,,,,,,,,
"Thu Oct 05 16:42:54 +0000 2023;1709972440233955834;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709972440233955834;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709972440233955834",,,,,,,,,,,
"Thu Oct 05 16:42:40 +0000 2023;1709972382214197440;""Kerja..kerja..kerja..!!! Jual..jual..jual..!!! #KerjaNyaJualNegara ----------------------------------- Sebelum kasus di pulau Rempang.. masyarakat di pulau Komodo &amp  Labuan Bajo sdh lebih dulu mengalami kasus yg sama.. tp tidak diviralkan di media2. https://t.co/viAsvDc3qu"";0;0;0;1;in;1239969035057385475;1709972382214197440;RudiNas12074007;https://twitter.com/RudiNas12074007/status/1709972382214197440",,,,,,,,,,,
"Thu Oct 05 16:41:04 +0000 2023;1709971981964333326;""#AniesMuhaimin2024 Rempang"";0;0;0;1;in;1670070721186529280;1709971981964333326;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709971981964333326",,,,,,,,,,,
"Thu Oct 05 16:40:46 +0000 2023;1709971906492043710;""@never_alonely bukan rempang sis", itu di sampali, deliserdang sumatra utara. tetangga tuh yg pake jaket biru. NUSA DUA PROPERTI, anak usaha dari PTPN 2," kerjasama dengan perusahaan CIPUTRA. proyek DELI MEGAPOLITAN. dikita kan biasa jumpa londo ireng. 🙏🙂🙂🙂"";0;0;1;5;in;4766450011;1709706229399081297;g4suk4_pinokio;https://twitter.com/g4suk4_pinokio/status/1709971906492043710",,,,,,,
"Thu Oct 05 16:37:49 +0000 2023;1709971164301500872;""Ngaco! Gk ada hubungannya Rempang sama organisasi manapun! Khilafah"," radikal "" bacot !"" Yg TDK manusiawi tu investor ! Maksa pejabat menjajah negeri Melayu", gak ada pemberontakan yg trjadi dari organisasi Islam kpd pemerintah," yg ada pemberontakan PKI ! Pemberontakan Pancasila !"";0;1;0;1;in;1092958177;1709971164301500872;pandandjati;https://twitter.com/pandandjati/status/1709971164301500872",,,,,,,,
"Thu Oct 05 16:35:29 +0000 2023;1709970576629203409;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709970576629203409;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709970576629203409",,,,,,,,,,,
"Thu Oct 05 16:34:52 +0000 2023;1709970418764022220;""@Been4Q59 Woi @bahlillahadalia bahlul...tolong sudahi omong kosong anda soal Rempang"";0;0;0;0;in;1513469864798986240;1709923634314432549;Faraz_kepri;https://twitter.com/Faraz_kepri/status/1709970418764022220",,,,,,,,,,,
"Thu Oct 05 16:34:48 +0000 2023;1709970404297883747;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709970404297883747;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709970404297883747",,,,,,,,,,,
"Thu Oct 05 16:34:13 +0000 2023;1709970256175997089;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709970256175997089;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709970256175997089",,,,,,,,,,,
"Thu Oct 05 16:34:07 +0000 2023;1709970230636871869;""Investasi Rempang https://t.co/JhbP3XtKLi  #BahlilGercep"";0;0;0;0;in;1576368578248384512;1709970230636871869;irawati_gurning;https://twitter.com/irawati_gurning/status/1709970230636871869",,,,,,,,,,,
"Thu Oct 05 16:33:06 +0000 2023;1709969977024110883;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709969977024110883;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709969977024110883",,,,,,,,,,,
"Thu Oct 05 16:32:29 +0000 2023;1709969818504556997;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709969818504556997;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709969818504556997",,,,,,,,,,,
"Thu Oct 05 16:31:48 +0000 2023;1709969648878506383;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709969648878506383;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709969648878506383",,,,,,,,,,,
"Thu Oct 05 16:30:53 +0000 2023;1709969415520059771;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709969415520059771;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709969415520059771",,,,,,,,,,,
"Thu Oct 05 16:29:02 +0000 2023;1709968952305270826;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709968952305270826;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709968952305270826",,,,,,,,,,,
"Thu Oct 05 16:28:28 +0000 2023;1709968808058974563;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709968808058974563;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709968808058974563",,,,,,,,,,,
"Thu Oct 05 16:27:44 +0000 2023;1709968626932179046;""@jokowi STOP INVESTASI BODONG DI REMPANG"";0;0;0;0;in;64605516;1709912852688224333;iwalanwar;https://twitter.com/iwalanwar/status/1709968626932179046",,,,,,,,,,,
"Thu Oct 05 16:27:13 +0000 2023;1709968492769014099;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709968492769014099;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709968492769014099",,,,,,,,,,,
"Thu Oct 05 16:26:40 +0000 2023;1709968356005302667;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709968356005302667;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709968356005302667",,,,,,,,,,,
"Thu Oct 05 16:26:06 +0000 2023;1709968214032302226;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709968214032302226;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709968214032302226",,,,,,,,,,,
"Thu Oct 05 16:25:08 +0000 2023;1709967972520104430;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709967972520104430;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709967972520104430",,,,,,,,,,,
"Thu Oct 05 16:24:21 +0000 2023;1709967774997713016;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709967774997713016;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709967774997713016",,,,,,,,,,,
"Thu Oct 05 16:17:54 +0000 2023;1709966151990833654;""Amien Rais dan Ketum Partai Ummat Jaminkan Diri untuk Pembebasan Warga Rempang https://t.co/cmCj2pONJV"";0;0;0;0;in;1225432911899324419;1709966151990833654;RepelitaO;https://twitter.com/RepelitaO/status/1709966151990833654",,,,,,,,,,,
"Thu Oct 05 16:17:07 +0000 2023;1709965955038876058;""Rempang apa kabar"";0;0;0;0;in;550042532;1709965955038876058;mklrz;https://twitter.com/mklrz/status/1709965955038876058",,,,,,,,,,,
"Thu Oct 05 16:10:49 +0000 2023;1709964369155788918;""@tvOneNews Justice for Rempang"";0;0;0;0;en;490417289;1709343143609688394;arescience;https://twitter.com/arescience/status/1709964369155788918",,,,,,,,,,,
"Thu Oct 05 16:10:23 +0000 2023;1709964258363257225;""@dwioktariyadi Jadi Anda SETUJU meskipun belum ada Amdal", warga sudah dipaksa digeser? Anda SETUJU cara2 aparat dalam menggeser warga rempang kemarin," seperti menembakkan gas air mata kemana2 termasuk ke sekolah? Coba jawab dg tegas dalam tempo sesingkat-singkatnya."";0;0;0;0;in;303620172;1709852069937442830;Radjahoki_pro;https://twitter.com/Radjahoki_pro/status/1709964258363257225",,,,,,,,,
"Thu Oct 05 16:06:06 +0000 2023;1709963179869266353;""@strike_bravo_b Kalo @aniesbaswedan narasinya kuat dan citranya bagus", biarpun sendirian tetap menang. Contohnya SBY. Tapi Anies ga punya narasi yg jelas dan tegas. Tentang korupsi, IKN, kereta cepat," pulau Rempang bahasanya muter2 ga jelas. Coba declare PERPPU perampasan aset koruptor misalnya."";0;0;0;0;in;1618016214768578560;1709950803518394565;HH__ONE;https://twitter.com/HH__ONE/status/1709963179869266353",,,,,,,
"Thu Oct 05 16:03:34 +0000 2023;1709962542901284871;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709962542901284871;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709962542901284871",,,,,,,,,,,
"Thu Oct 05 16:02:54 +0000 2023;1709962375754068140;""@DokterTifa warga rempang &amp  banyak lagi wilayah lain yg lebih nyata merasakan di jajah."";0;0;0;0;in;61291893;1709875612297682993;hepihost;https://twitter.com/hepihost/status/1709962375754068140",,,,,,,,,,,
"Thu Oct 05 16:02:24 +0000 2023;1709962250495340835;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709962250495340835;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709962250495340835",,,,,,,,,,,
"Thu Oct 05 16:02:02 +0000 2023;1709962156664668369;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709962156664668369;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709962156664668369",,,,,,,,,,,
"Thu Oct 05 15:57:42 +0000 2023;1709961067005403531;""@musniumar Ya bedalah. Rkyt Rempang klo diusir", mau tinggal dimana? Rumah nggak pny. Klo yg onoh," tinggal di Alaska jg bisa. Duitnya segunung gak abis2. Klo bikin perbandingan tuh apple to apple. Jgn duku lu bandingin ama duren"";0;0;0;0;in;1043349623153127425;1709899381053530232;basava2019;https://twitter.com/basava2019/status/1709961067005403531",,,,,,,,,
"Thu Oct 05 15:52:35 +0000 2023;1709959779156897926;""Rempang itu Melayu "," Melayu 100% Islam. Rempang batas merah umat Islam."";0;0;0;0;in;1674087072255156228;1709959779156897926;rahmansyah_Ab;https://twitter.com/rahmansyah_Ab/status/1709959779156897926",,,,,,,,,,
"Thu Oct 05 15:50:33 +0000 2023;1709959266596172048;""Hati-Hati"," kelompok pengasong khilafah! ❌  #khilafah #Rempang #WorldTeachersDay #tolakradikalisme https://t.co/dB5p0oBo8D"";0;0;0;0;in;1519295302804860928;1709959266596172048;Malukutoleransi;https://twitter.com/Malukutoleransi/status/1709959266596172048",,,,,,,,,,
"Thu Oct 05 15:48:41 +0000 2023;1709958796460867662;""@spectatorindex As long Indonesia led by Jokowi who can not speak English:  Corrupt Ministers. Trapped by China's debt. Political dinasty. Human Right Violation", ex: Rempang, Kanjuruhan," etc. Fuckin Omnibus Law. Increased prices and taxes. Importer nation. Communism's pride. ESEMKA stealth car."";0;1;0;0;en;90758945;1709855953179340862;NamungAbdiGusti;https://twitter.com/NamungAbdiGusti/status/1709958796460867662",,,,,,,,
"Thu Oct 05 15:46:36 +0000 2023;1709958272118321651;""@bianca01403 Tambahin fotonya dong buat data warga #Rempang"";0;0;0;2;in;1471889468562886657;1709752276632670471;ada_pohan;https://twitter.com/ada_pohan/status/1709958272118321651",,,,,,,,,,,
"Thu Oct 05 15:41:53 +0000 2023;1709957087491723355;""Sangat tidak manusiawi"," kelompok pengasong khilafah memanfaatkan Momen kemanusiaan ❌🤚  #khilafah #Rempang #tolakradikalisme #BobiWineReturns https://t.co/1p9uMEsEzD"";1;0;0;0;in;1519295302804860928;1709957087491723355;Malukutoleransi;https://twitter.com/Malukutoleransi/status/1709957087491723355",,,,,,,,,,
"Thu Oct 05 15:41:44 +0000 2023;1709957049118060655;""@Naz_lira Bikin stiker dimobil2 photo anies anti suap",  anti oigarki, anti penjajahan, pendukung rempang," lanjutkan sembako mahal atau perubahan dll"";0;0;0;0;in;1338000307708592128;1709723805600415994;arul36959138;https://twitter.com/arul36959138/status/1709957049118060655",,,,,,,
"Thu Oct 05 15:41:15 +0000 2023;1709956928003244526;""@Naz_lira Bikin stiker dimobil2 photo anies anti suap",  anti oigarki, anti penjajahan, pendukung rempang," lanjutkan sembako mahal atau perubahan"";0;0;0;0;in;1338000307708592128;1709723805600415994;arul36959138;https://twitter.com/arul36959138/status/1709956928003244526",,,,,,,
"Thu Oct 05 15:37:42 +0000 2023;1709956033156956657;""Jangan termakan kampanye 'khilafah adalah solusi!'  #khilafah #rempang #habibsyakuralimahdi #LeoTrailerDay https://t.co/wcIpUZ9DVW"";0;0;0;0;in;1519295302804860928;1709956033156956657;Malukutoleransi;https://twitter.com/Malukutoleransi/status/1709956033156956657",,,,,,,,,,,
"Thu Oct 05 15:32:45 +0000 2023;1709954788157440087;""Hati-Hati agenda politik pendukung khilafah 🤚!  #khilafah #Rempang #tolakradikalisme #thursdayvibes https://t.co/6xxM2cRqqL"";0;0;1;1;in;1519295302804860928;1709954788157440087;Malukutoleransi;https://twitter.com/Malukutoleransi/status/1709954788157440087",,,,,,,,,,,
"Thu Oct 05 15:30:54 +0000 2023;1709954323612860476;""Indonesians resist eviction for China-backed project in #Rempang  https://t.co/1dTGULyC0K"";0;0;0;1;en;158162219;1709954323612860476;arwidodo;https://twitter.com/arwidodo/status/1709954323612860476",,,,,,,,,,,
"Thu Oct 05 15:31:35 +0000 2023;1709954495806087170;""Xinyi Glass Holding's share price continues to decline", after fraudulent investments by local government officials @bpbatam on Rempang Island," Batam #stockmarketcrash #StockMarket #SaveRempang   https://t.co/qMsrx8TAmv https://t.co/63EzRu3BfA"";0;0;0;0;en;3861172093;1709954495806087170;elditweet;https://twitter.com/elditweet/status/1709954495806087170",,,,,,,,,
"Thu Oct 05 15:32:43 +0000 2023;1709954777684046256;""Indonesian villagers vow to resist Chinese-funded project"," fearing ‘cultural genocide’ on #Rempang Island https://t.co/PmZN7W6gTz via @scmpnews"";0;0;3;6;en;158162219;1709954777684046256;arwidodo;https://twitter.com/arwidodo/status/1709954777684046256",,,,,,,,,,
"Thu Oct 05 15:30:16 +0000 2023;1709954164787425765;""@6undul0h Ahli piting sedang bergembira dlm jabatannya...tariiiiik mang"," lupakan Rempang.."";0;0;0;0;in;1584870649910407168;1709924262663065972;riverflo_well;https://twitter.com/riverflo_well/status/1709954164787425765",,,,,,,,,,
"Thu Oct 05 15:21:35 +0000 2023;1709951976149246280;""Bandung ko rasa rembang gini ya"," panas bgt ( padahal baru beres mandi 10menit lalu"";0;1;0;0;in;549751100;1709951976149246280;mitadwiutami;https://twitter.com/mitadwiutami/status/1709951976149246280",,,,,,,,,,
"Thu Oct 05 15:16:20 +0000 2023;1709950657971781889;""@jokowi Semoga  termasuk  Rempang  segera  diselesaikan  secara  manusiawi  bapak  Presiden 🙏🙏"";0;0;0;1;in;2289167562;1709912852688224333;prayitno_herman;https://twitter.com/prayitno_herman/status/1709950657971781889",,,,,,,,,,,
"Thu Oct 05 15:12:47 +0000 2023;1709949764425654549;""#Sobatair", PDAM Surya Sembada Kota Surabaya memperingati Maulid Nabi Muhammad SAW 1445 H di Masjid Al-Amin PDAM Surya Sembada (4/10).   Acara ini turut mengundang Lora Ismael Al-Kholilie (Cucu Syaikhona Kholil - Alumni Darul Mustofa, Tarim dan Al Anwar, Rembang," https://t.co/YNRakOYCRo"";0;1;0;1;in;316901513;1709949764425654549;PDAMSurabaya;https://twitter.com/PDAMSurabaya/status/1709949764425654549",,,,,,,
"Thu Oct 05 15:08:59 +0000 2023;1709948808258617606;""Hati-Hati", konflik agraria terjadi di Pulau Rempang," tersirat agenda politik mereka mendirikan negara khilafah ❌   #rempang #khilafah #tolakradikalisme https://t.co/K4EUcO0FUu"";0;0;0;0;in;1519295302804860928;1709948808258617606;Malukutoleransi;https://twitter.com/Malukutoleransi/status/1709948808258617606",,,,,,,,,
"Thu Oct 05 15:08:21 +0000 2023;1709948647608345048;""@KompasTV Mau bikin pabrik aja di demo orang orang luar rempang"," payah"";0;1;0;0;in;4066585873;1709795707610448312;iya123456743;https://twitter.com/iya123456743/status/1709948647608345048",,,,,,,,,,
"Thu Oct 05 15:02:20 +0000 2023;1709947131849793683;""# REMPANG"";0;0;0;0;in;1491752361471066113;1709947131849793683;MelayuLawyers;https://twitter.com/MelayuLawyers/status/1709947131849793683",,,,,,,,,,,
"Thu Oct 05 14:57:41 +0000 2023;1709945961072775649;""@RidhoRahmadi85 @realAmienRais Terima kasih pak @realAmienRais atas perhatiannya memperjuangkan rakyat rempang dari penjajah aseng...terharu saiya.... 😭😭😭  @KomnasPerempuan  @KomnasHAM  @YLBHI"";0;0;0;0;in;400101619;1709863973737381961;tama_hype;https://twitter.com/tama_hype/status/1709945961072775649",,,,,,,,,,,
"Thu Oct 05 14:51:21 +0000 2023;1709944367933456597;""Demo bela Rempang di Surabaya dan dimana pun beradab hanyalah kedok untuk menunjukan eksistensi HT", FPI, JAT," JAD yg mengkampanyekan khilafah ❌  @PNIB_Official #ARwaluyowasisnugroho #khilafah #rempang https://t.co/iqGsDXhFWD"";0;0;0;1;in;1519295302804860928;1709944367933456597;Malukutoleransi;https://twitter.com/Malukutoleransi/status/1709944367933456597",,,,,,,,
"Thu Oct 05 14:44:29 +0000 2023;1709942639347527990;""@ganjarpranowo Bpk coba datang ke rempang klo brani"," pasti buanyak yg nolak pk"";0;0;0;0;in;834105575822594048;1709386148148347227;Mohd_F_Aqrabi;https://twitter.com/Mohd_F_Aqrabi/status/1709942639347527990",,,,,,,,,,
"Thu Oct 05 14:39:06 +0000 2023;1709941285476520172;""Reaksi Melayu 5 Negara BP Batam", Bahlil Lahadalia Muhammad Rudi Pembohong," Status Pengelolaan Pulau Rempang ! @jokowi @mohmahfudmd Lpmhttps://www.dio-tv.com/news/50410385452/reaksi-melayu-5-negara-bp-batam-bahlil-lahadalia-muhammad-rudi-pembohong-status-pengelolaan-pulau-rempang"";0;0;0;1;in;1295445805218717696;1709941285476520172;pekasawitnas;https://twitter.com/pekasawitnas/status/1709941285476520172",,,,,,,,,
"Thu Oct 05 14:37:12 +0000 2023;1709940808642965821;""Selamat kan Rempang dan Galang! https://t.co/ljzf6bsC5O"";0;0;0;0;in;3054820975;1709940808642965821;pitung_zorro;https://twitter.com/pitung_zorro/status/1709940808642965821",,,,,,,,,,,
"Thu Oct 05 14:35:39 +0000 2023;1709940417477988493;""@ganjarpranowo Bener2 Politik identitas Bangs*t @PDI_Perjuangan kalian teriak2 Politik identitas ke orang lain", kalian teriak2 jangan sogok rakyat dengan blt tapi kalian lakukan, kalian teriak2 NKRI tapi rakyat rempang dll di geser," kalian teriak SAYA PANCASILA jgn2 ???? 🤔🤔"";0;0;0;0;in;1371230967998738436;1709866971138073002;Pembasmirasis;https://twitter.com/Pembasmirasis/status/1709940417477988493",,,,,,,,
"Thu Oct 05 14:34:35 +0000 2023;1709940150246228367;""Negara Keliru Urus Rempang: Rakyat dan Investor Sama Merugi https://t.co/eSEOobG4yM"";0;0;0;1;in;567966875;1709940150246228367;lawjusticeco;https://twitter.com/lawjusticeco/status/1709940150246228367",,,,,,,,,,,
"Thu Oct 05 14:29:57 +0000 2023;1709938984158367753;""@hmtly paket b &amp  rembang (jateng)"";0;0;0;0;in;1296056920126627840;1709858742643368430;fromseungmin;https://twitter.com/fromseungmin/status/1709938984158367753",,,,,,,,,,,
"Thu Oct 05 14:29:13 +0000 2023;1709938799692984760;""@erickthohir Modus trus",Rempang gimana Erick,JD bgun Eko city,proyek jln kn,"walaupun hak rakyat d rampas"";0;0;0;0;in;1523527585665552385;1709437822263038028;MMedialurus;https://twitter.com/MMedialurus/status/1709938799692984760",,,,,,,
"Thu Oct 05 14:27:40 +0000 2023;1709938408414761294;""@rmol_id Disini pada ributin soal rempang"," padahal disana Rakyat Rempang udah rembukan dan menystakan setuju bulad untuk dipindahkan."";0;0;0;0;in;1693832508130131968;1708837185653547418;ExaExa314613;https://twitter.com/ExaExa314613/status/1709938408414761294",,,,,,,,,,
"Thu Oct 05 14:21:37 +0000 2023;1709936886368903357;""@MuhammadHa63515 @RidhoRahmadi85 Aamiin 🤲🤲🤲 masih ada tokoh yang peduli terhadap nasib saudaranya di rempang"";0;0;0;1;in;1572549740826398720;1709863973737381961;17Mardiyansyah;https://twitter.com/17Mardiyansyah/status/1709936886368903357",,,,,,,,,,,
"Thu Oct 05 14:20:45 +0000 2023;1709936669049459172;""#AniesMuhaimin2024 Rempang"";0;0;2;8;in;1670070721186529280;1709936669049459172;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709936669049459172",,,,,,,,,,,
"Thu Oct 05 14:19:44 +0000 2023;1709936412240572541;""Si Boss Klab Malem ini punya koneksi ke yg Kasus Rempang. Ya gmn sih", tau ah pusing... Kemenporanya aja berkasus," mau ngarepin apa ?"";0;0;0;0;in;131837905;1709936412240572541;JudeWikrama;https://twitter.com/JudeWikrama/status/1709936412240572541",,,,,,,,,
"Thu Oct 05 14:19:35 +0000 2023;1709936373707542961;""#AniesMuhaimin2024 Rempang"";0;0;0;1;in;1670070721186529280;1709936373707542961;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709936373707542961",,,,,,,,,,,
"Thu Oct 05 14:18:38 +0000 2023;1709936136091758927;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709936136091758927;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709936136091758927",,,,,,,,,,,
"Thu Oct 05 14:17:37 +0000 2023;1709935881581437401;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709935881581437401;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709935881581437401",,,,,,,,,,,
"Thu Oct 05 14:17:09 +0000 2023;1709935762547019828;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709935762547019828;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709935762547019828",,,,,,,,,,,
"Thu Oct 05 14:13:09 +0000 2023;1709934754211172715;""🔥MAHFUD MD KABUR DI DATANGI PERWAKILAN AKSI BELA REMPANG❗❗ https://t.co/bTW8ysRBZR"";0;0;0;0;in;1640548888515084288;1709934754211172715;1453Ricky72301;https://twitter.com/1453Ricky72301/status/1709934754211172715",,,,,,,,,,,
"Thu Oct 05 14:11:54 +0000 2023;1709934441043497014;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709934441043497014;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709934441043497014",,,,,,,,,,,
"Thu Oct 05 14:11:28 +0000 2023;1709934332440433093;""@IND0_Update @bkpm @DPR_RI @narasitv DPR memberikan apresiasi tinggi kepada Pak Bahlil yang dengan bijaksana menangani konflik di Rempang melalui pendekatan satset dan komunikasi yang santun. Investasi Rempang #BahlilGercep"";0;0;0;0;in;1641964802527617027;1709849659068547158;lumpiarebung1;https://twitter.com/lumpiarebung1/status/1709934332440433093",,,,,,,,,,,
"Thu Oct 05 14:10:50 +0000 2023;1709934174776566102;""Pak Bahlil dengan cerdas menggabungkan dedikasi dan komunikasi yang dekat dengan rakyat Rempang. Investasi berkembang"," masyarakat bahagia!  Investasi Rempang #BahlilGercep https://t.co/OjwZSO1asn"";0;0;0;0;in;1641964802527617027;1709934174776566102;lumpiarebung1;https://twitter.com/lumpiarebung1/status/1709934174776566102",,,,,,,,,,
"Thu Oct 05 14:10:18 +0000 2023;1709934037094297719;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709934037094297719;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709934037094297719",,,,,,,,,,,
"Thu Oct 05 14:09:49 +0000 2023;1709933917346955480;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709933917346955480;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709933917346955480",,,,,,,,,,,
"Thu Oct 05 14:09:43 +0000 2023;1709933893900730593;""@IND0_Update @bkpm @DPR_RI @narasitv DPR mengakui keahlian Pak Bahlil dalam membangun hubungan baik dengan investor dan memajukan investasi di Rempang. Kolaborasi yang membuahkan hasil! Investasi Rempang #BahlilGercep"";0;0;0;0;in;1574269426001510401;1709849659068547158;topisupermanku;https://twitter.com/topisupermanku/status/1709933893900730593",,,,,,,,,,,
"Thu Oct 05 14:08:27 +0000 2023;1709933574017974378;""Gaya komunikasi sederhana Pak Bahlil memudahkan dialog dengan masyarakat dan investor di Rempang. Keberhasilan investasi adalah hasil kerja kerasnya! Investasi Rempang #BahlilGercep https://t.co/0UB5dsXBlS"";0;0;0;0;in;1574269426001510401;1709933574017974378;topisupermanku;https://twitter.com/topisupermanku/status/1709933574017974378",,,,,,,,,,,
"Thu Oct 05 14:08:05 +0000 2023;1709933479046340856;""Pak Bahlil dengan penuh semangat membawa perubahan positif ke Rempang melalui investasi. Kinerjanya patut diacungi jempol! Investasi Rempang #BahlilGercep https://t.co/tMYrdb0JMx"";0;0;0;0;in;1574269426001510401;1709933479046340856;topisupermanku;https://twitter.com/topisupermanku/status/1709933479046340856",,,,,,,,,,,
"Thu Oct 05 14:07:06 +0000 2023;1709933234019340457;""@IND0_Update @bkpm @DPR_RI @narasitv DPR menilai Pak Bahlil sebagai sosok yang memahami kebutuhan Rempang dan mengambil langkah nyata dalam mendukung investasi di sana. Bahlil memang Gercep! Investasi Rempang #BahlilGercep"";0;0;0;0;in;1577993589766131712;1709849659068547158;mylilprincess20;https://twitter.com/mylilprincess20/status/1709933234019340457",,,,,,,,,,,
"Thu Oct 05 14:06:53 +0000 2023;1709933177320739114;""#AniesMuhaimin2024 Rempang"";0;0;0;0;in;1670070721186529280;1709933177320739114;joko_ngiboel;https://twitter.com/joko_ngiboel/status/1709933177320739114",,,,,,,,,,,
"Thu Oct 05 14:06:47 +0000 2023;1709933155459944959;""Pak Bahlil tidak hanya pekerja keras"," tapi juga memiliki gaya komunikasi yang mengena. Kemampuannya dalam berinteraksi membuka pintu peluang investasi di Rempang. Investasi Rempang #BahlilGercep https://t.co/gWyn6glAWu"";0;0;0;0;in;1577993589766131712;1709933155459944959;mylilprincess20;https://twitter.com/mylilprincess20/status/1709933155459944959",,,,,,,,,,
